cafe_id,cafe_name,district,address,latitude,longitude,avg_rating,total_reviews,maps_url
CF0001,ARAH Coffee Pandawa,sleman,"
Kaliurang St No.27, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55284",-7.7605444,110.3809541!15sChhjb2ZmZWUgc2hvcCBkZXBvayBzbGVtYW5aGiIYY29mZmVlIHNob3AgZGVwb2sgc2xlbWFukgELY29mZmVlX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxMWE5VVm1WUkVBReABAPoBBAgAEEI,0,20,"https://www.google.com/maps/place/ARAH+Coffee+Pandawa/@-7.7605444,110.3449052,14z/data=!4m10!1m2!2m1!1scoffee+shop+depok+sleman!3m6!1s0x2e7a5976c286abeb:0x1dbc542ad0bece78!8m2!3d-7.7605444!4d110.3809541!15sChhjb2ZmZWUgc2hvcCBkZXBvayBzbGVtYW5aGiIYY29mZmVlIHNob3AgZGVwb2sgc2xlbWFukgELY29mZmVlX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxMWE5VVm1WUkVBReABAPoBBAgAEEI!16s%2Fg%2F11rqwxvq7j?hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
